등록번호,대표자,상호,소재지,전화번호,구
41115-2023-00006,김경민,수원센트럴아이파크자이호박공인중개사사무소,경기도 수원시 팔달구 수원천로210번길 19 센트럴프라자 1층 102호(인계동),031-898-6777 -,팔달구
41115-2023-00113,이진영,수원시청역파비오114공인중개사사무소,경기도 수원시 팔달구 효원로 278 파비오더씨타 판매시설 127호(인계동),031-215-8980,팔달구
41115-2025-00042,배인용,수원에이스공인중개사사무소,"경기도 수원시 팔달구 경수대로428번길 31 , 1층 일부 (인계동)",031-898-9333  031-223-0123  -,팔달구
41115-2025-00018,김광규,수원역공인중개사사무소,경기도 수원시 팔달구 매산로 13 2층(매산로1가),-,팔달구
41115-2021-00031,김애자,수원역명품자이공인중개사사무소,경기도 수원시 팔달구 고등로 15 단지내상가25호,031-233-4086 -,팔달구
41115-2021-00154,임형준,수원역상가전문공인중개사사무소,경기도 수원시 팔달구 갓매산로55번길 28 (매산로2가),031-241-9114 -,팔달구
41115-2015-00094,김종문,수원역샘공인중개사사무소,"경기도 수원시 팔달구 권선로 477 ,106호(매산로2가,대한대우A상가)",031-222-0026,팔달구
41115-2020-00043,한명희,수원역샘합동공인중개사사무소,경기도 수원시 팔달구 권선로 477 상가1동 106호(매산로2가),312220026,팔달구
41115-2022-00025,권수정,수원역전공인중개사사무소,경기도 수원시 팔달구 덕영대로895번길 7 (매산로1가),031-306-8900,팔달구
41115-2022-00039,우명선,수원역카카오푸르지오단지내공인중개사사무소,경기도 수원시 팔달구 팔달로 63 리더스프라자 105호,031-258-2489   -,팔달구
41115-2021-00018,류주현,수원역푸르지오골드공인중개사사무소,경기도 수원시 팔달구 고등로 15 북문출입구 단지내상가 63호,031-255-0255,팔달구
가3681-2462,연일희,수원역푸르지오공인중개사사무소,경기도 수원시 팔달구 권선로 477 104호(매산로2가),031-224-4777,팔달구
41115-2020-00130,박인영,수원역푸르지오마루공인중개사사무소,경기도 수원시 팔달구 고등로 15 단지내상가 59호,-,팔달구
41115-2022-00118,허연우,수원역푸르지오스마트공인중개사사무소,"경기도 수원시 팔달구 고등로 15 , 단지내상가2동 23호(동문)(고등동)",,팔달구
41115-2021-00046,김시윤,수원역푸르지오자이 봄날공인중개사사무소,경기도 수원시 팔달구 고등로 15 수원역푸르지오자이 단지내상가 1동 13호,,팔달구
41115-2021-00016,이현주,수원역푸르지오자이공인중개사사무소,경기도 수원시 팔달구 고등로 15 단지내상가 5호,031-241-4088 -,팔달구
41115-2017-00057,홍성아,수원역푸르지오자이남문엔젤공인중개사사무소,경기도 수원시 팔달구 고등로 15 단지내상가 2호,,팔달구
41115-2021-00033,박미정,수원역푸르지오자이대표 신박공인중개사사무소,경기도 수원시 팔달구 고등로 15 수원역푸르지오자이단지내상가14호,031-252-7977,팔달구
41115-2021-00025,남궁옥,수원역푸르지오자이동문OK!공인중개사사무소,"경기도 수원시 팔달구 고등로 15 단지내상가 20호(고등동, 수원역푸르지오자이)",031-262-6300,팔달구
41115-2024-00058,장경숙,수원역푸르지오자이리치공인중개사사무소,경기도 수원시 팔달구 고등로 15 근린생활시설1동 지1층 정문상가3호(고등동),-3877,팔달구
41115-2023-00032,박명숙,수원역푸르지오자이마스터공인중개사사무소,"경기도 수원시 팔달구 고등로 15 , 수원역푸르지오자이 제근린시설1동 제지1층 제4호",031-241-2222 -,팔달구
41115-2024-00076,신명희,수원역푸르지오자이모닝공인중개사사무소,"경기도 수원시 팔달구 고등로 15 근린생활시설1동 지1층 10호(고등동, 수원역푸르지오자이)",031-217-1670,팔달구
41115-2024-00062,양소연,수원역푸르지오자이믿음(246-9003)공인중개사사무소,"경기도 수원시 팔달구 고등로 15 , 근린생활시설1동 지1층 12호 (고등동, 수원역푸르지오자이)",,팔달구
41115-2021-00050,한미숙,수원역푸르지오자이서문공인중개사사무소,경기도 수원시 팔달구 고등로 15 단지내상가 33호,,팔달구
41115-2024-00077,조원,수원역푸르지오자이성지공인중개사사무소,"경기도 수원시 팔달구 고등로 15 , 근린생활시설1동 지1층 8호(고등동, 수원역푸르지오자이))",031-207-5949  -,팔달구
41115-2024-00007,이정순,수원역푸르지오자이스타공인중개사사무소,"경기도 수원시 팔달구 고등로 15 , 5동 61호(고등동)",031-893-1144,팔달구
41115-2017-00034,홍진순,수원역푸르지오자이탑공인중개사사무소,경기도 수원시 팔달구 고등로 57,031-242-8980,팔달구
41115-2020-00118,조영복,수원역푸르지오합동공인중개사사무소,경기도 수원시 팔달구 권선로 477 상가 104호 (매산로2가),-,팔달구
41115-2021-00049,안충기,수원역행정사공인중개사사무소,"경기도 수원시 팔달구 향교로1번길 8 , 위더뷰 1층 102호 (매산로1가)",-,팔달구
41115-2022-00086,곽병국,수원종로공인중개사사무소,경기도 수원시 팔달구 정조로832번길 9 (북수동),031-226-8642,팔달구
41115-2017-00006,조장행,수원푸르지오공인중개사사무소,"경기도 수원시 팔달구 중부대로170번길 17 102호(인계동,수원인계푸르지오 상가동)",-,팔달구
41115-2021-00149,김영미,수자인뉴스공인중개사사무소,"경기도 수원시 팔달구 중부대로 80 상가1동 9호(인계동,인계한양수자인)",031-237-0100  -,팔달구
41115-2022-00010,조춘정,스마일OK공인중개사사무소,경기도 수원시 팔달구 정조로 685 1호,-,팔달구
41115-2017-00074,김미숙,스마일미소공인중개사사무소,경기도 수원시 팔달구 세지로152번길 3 1층(인계동),031-238-6007,팔달구
41115-2023-00011,황점연,시민공인중개사사무소,경기도 수원시 팔달구 정조로715번길 52 (매교동),031-236-4700 -,팔달구
41115-2024-00089,이은영,시은부동산공인중개사사무소,"경기도 수원시 팔달구 고화로 38 , 스타빌 지하1층 B01호 (고등동)",031-251-8683 -,팔달구
41115-2023-00098,박정원,시티부동산 225-1999 공인중개사사무소,경기도 수원시 팔달구 인계로 21 수원센트럴아이파크자이 아파트 정문 단지상가3동 104호(인계동),031-225-1999  -,팔달구
41115-2025-00040,김은영,시티부동산합동공인중개사사무소,경기도 수원시 팔달구 인계로 21 수원센트럴 아이파크자이 근린생활시설-3 1층 104호 (인계동),,팔달구
41115-2024-00067,김경열,신나라부동산공인중개사사무소,"경기도 수원시 팔달구 중부대로170번길 17 , 상가동 지1층 111호(인계동, 수원인계푸르지오)",031-360-7789  031-360-7741  031-360-7742  031-360-7743    031-360-7758   -,팔달구
41115-2024-00068,조성호,신나라부동산합동공인중개사사무소,"경기도 수원시 팔달구 중부대로170번길 17 , 상가동 지1층 111호(인계동, 수원인계푸르지오)",031-360-7738  031-360-7739  031-360-7743  -,팔달구
41115-2016-00040,허승희,신동아공인중개사사무소,"경기도 수원시 팔달구 화산로 24 103호(화서동, 꽃뫼버들마을 신동아아파트)",031-227-8088,팔달구
41115-2019-00148,홍경수,신사공인중개사사무소,"경기도 수원시 팔달구 인계로 120 7층 716호 (인계동,스마트타워)",031-548-1551  -,팔달구
가3681-3339,박수진,신세계공인중개사사무소,경기도 수원시 팔달구 월드컵로321번길 42 (우만동),031-253-0888,팔달구
41115-2021-00036,배소영,신세계부동산공인중개사사무소,경기도 수원시 팔달구 세지로 211 인계파밀리에 제상가동 제지1층 103호,031-233-3335,팔달구
가3681-1772,최태용,신우공인중개사사무소,경기도 수원시 팔달구 세지로 268 (인계동),031-222-6039,팔달구
가3681-2550,곽은우,신한공인중개사사무소,경기도 수원시 팔달구 효원로308번길 58-17 1단지 102호(인계동),031-233-9922,팔달구
41115-2025-00015,홍현숙,신한합동공인중개사사무소,"경기도 수원시 팔달구 효원로308번길 58-17 , 동양파라곤 1단지 지상1층 103호 (인계동)",031-233-9922  -,팔달구
41115-2016-00064,박명숙,신행궁공인중개사사무소,경기도 수원시 팔달구 정조로 781-20 (팔달로2가),-,팔달구
41115-2020-00113,나경화,써밋푸르지오와우공인중개사사무소,"경기도 수원시 팔달구 고등로 28 127호(써밋플렉스,수원역푸르지오자이APT남문맞은편)",031-251-9888  -,팔달구
가3681-2338,홍선녀,써밋푸르지오합동와우공인중개사사무소,"경기도 수원시 팔달구 고등로 28 127호, 써밋플렉스 주건축물 제1동 (고등동)",-,팔달구
41115-2024-00032,김선주,썬푸르지오자이공인중개사사무소,"경기도 수원시 팔달구 고등로 15 2동 24호(고등동, 수원역푸르지오자이)",031-548-2882   -,팔달구
가3681-1456,송세호,씨티부동산공인중개사사무소,경기도 수원시 팔달구 경수대로642번길 66 (우만동),031-212-0079,팔달구
41115-2024-00078,김지수,아리수공인중개사사무소,"경기도 수원시 팔달구 아주로 25 , 102호",031-214-1006  -  -  031-214-2828  -,팔달구
가3681-2396,홍금선,아이타워공인중개사사무소,경기도 수원시 팔달구 중부대로239번길 5 110호(우만동),031-214-8994,팔달구
41115-2023-00100,용금현,아이파크자이 한산(234-1234)공인중개사사무소,"경기도 수원시 팔달구 인계로 21 ,수원센트럴 아이파크자이 근린생활시설-3 1층 103호 (인계동)",031-234-1234,팔달구
41115-2023-00043,구영순,아이파크자이단지내골드(221-1888)합동공인중개사사무소,"경기도 수원시 팔달구 인계로 21 , 단지내상가 1동 106호",031-221-1888  -,팔달구
41115-2023-00048,김미빈,아이파크자이단지내골드(225-1000)공인중개사사무소,"경기도 수원시 팔달구 인계로 21 , 수원센트럴아이파크자이단지내제1상가 1-6호",031-225-1000 -,팔달구
41115-2024-00031,여운주,아이파크자이반석합동공인중개사사무소,경기도 수원시 팔달구 인계로 21 수원센트럴아이파크자이  근린생활시설-1 1층  111호(인계동),-,팔달구
41115-2025-00016,이정희,아이파크자이탑공인중개사사무소,경기도 수원시 팔달구 인계로 21 수원센트럴 아이파크자이 근린생활시설-1 1층 106호 (인계동),031-237-1333,팔달구
가3681-1696,이은주,아주랜드공인중개사사무소,경기도 수원시 팔달구 아주로27번길 21 (우만동),031-211-8787,팔달구
41115-2024-00015,정선자,아파트뱅크합동공인중개사사무소,"경기도 수원시 팔달구 권광로 270 , 102호(인계동)",312141300,팔달구
41115-2022-00041,정회선,안영부동산공인중개사사무소,"경기도 수원시 팔달구 고매로20번길 2 , 1층 (고등동)",-,팔달구
가3681-1939,신정하,알짜공인중개사사무소,경기도 수원시 팔달구 세류로 69 (매산로3가),031-234-2121,팔달구
41115-2020-00116,박승주,야호공인중개사사무소,경기도 수원시 팔달구 매산로 125 4층 (교동),-,팔달구
41115-2025-00006,이승리,어반공인중개사사무소,"경기도 수원시 팔달구 장안로5번길 11-9 , 아크빌 1층 101호 (화서동)",-,팔달구
41115-2018-00062,유경운,어울림공인중개사사무소,경기도 수원시 팔달구 중부대로239번길 58 111호(우만동),031-211-6002,팔달구
가3681-2107,유지원,에스지에셋공인중개사사무소,경기도 수원시 팔달구 효원로291번길 17 5층3호(인계동),031-898-9111  -  -  -  -,팔달구
41115-2015-00083,신정숙,에스팝공인중개사사무소,"경기도 수원시 팔달구 효원로 269 ,114호(인계동,에스팝타워)",031-237-9700,팔달구
가3681-3085,이송희,에스팝합동공인중개사사무소,경기도 수원시 팔달구 효원로 269 114호(인계동),031-237-9700,팔달구
41115-2023-00108,고미현,에이스공인중개사사무소,경기도 수원시 팔달구 화양로35번길 9-2,031-225-0068,팔달구
41115-2018-00009,박상모,에이스부동산공인중개사사무소,경기도 수원시 팔달구 세지로 348-2 1층(지동),031-233-8850,팔달구
41115-2025-00009,한경민,엘리시아공인중개사사무소,경기도 수원시 팔달구 인계로124번길 27-10 엘리시아 아이티타워 5층 509호 (인계동),031-222-8984 - -,팔달구
41115-2024-00011,강선남,엘리시움공인중개사사무소,경기도 수원시 팔달구 중부대로 68 1층 110호,-,팔달구
41115-2022-00066,김미선,여기(031-255-5550)공인중개사사무소,"경기도 수원시 팔달구 고등로 15 , 수원역푸르지오자이 근린생활시설5동 지1층 62호(고등동)",-,팔달구
41115-2021-00112,전호동,역세권공인중개사사무소,경기도 수원시 팔달구 갓매산로55번길 28 (매산로2가),031-241-9114  -,팔달구
41115-2021-00068,채기영,연두공인중개사사무소,경기도 수원시 팔달구 갓매산로 32 101호,-,팔달구
41115-2023-00019,강기호,열린공인중개사사무소,경기도 수원시 팔달구 팔달문로 69,031-252-0337 -,팔달구
